REFERENCE	 DEGRADED	 PESQMOS	 SAMPLE_FREQ
 g729char\exp2\pre_proc\a\a_f01l52.axp	 g729char\exp2\coded\a\ae2f5202.out	3.621	16000
 g729char\exp2\pre_proc\a\a_f02l7a.axp	 g729char\exp2\coded\a\ae2f7a02.out	3.72	16000
 g729char\exp2\pre_proc\a\a_m01l03.axp	 g729char\exp2\coded\a\ae2m0303.out	3.806	16000
 g729char\exp2\pre_proc\a\a_m02l2b.axp	 g729char\exp2\coded\a\ae2m2b03.out	3.959	16000
 g729char\exp2\pre_proc\a\a_f01l53.axp	 g729char\exp2\coded\a\ae2f5303.out	3.688	16000
 g729char\exp2\pre_proc\a\a_f02l7b.axp	 g729char\exp2\coded\a\ae2f7b03.out	3.773	16000
 g729char\exp2\pre_proc\a\a_m01l04.axp	 g729char\exp2\coded\a\ae2m0404.out	3.663	16000
 g729char\exp2\pre_proc\a\a_m02l2c.axp	 g729char\exp2\coded\a\ae2m2c04.out	3.732	16000
 g729char\exp2\pre_proc\a\a_f01l54.axp	 g729char\exp2\coded\a\ae2f5404.out	3.593	16000
 g729char\exp2\pre_proc\a\a_f02l7c.axp	 g729char\exp2\coded\a\ae2f7c04.out	3.563	16000
 g729char\exp2\pre_proc\a\a_m01l05.axp	 g729char\exp2\coded\a\ae2m0505.out	3.743	16000
 g729char\exp2\pre_proc\a\a_m02l2d.axp	 g729char\exp2\coded\a\ae2m2d05.out	3.89	16000
 g729char\exp2\pre_proc\a\a_f01l55.axp	 g729char\exp2\coded\a\ae2f5505.out	3.638	16000
 g729char\exp2\pre_proc\a\a_f02l7d.axp	 g729char\exp2\coded\a\ae2f7d05.out	3.762	16000
 g729char\exp2\pre_proc\a\a_m01l06.axp	 g729char\exp2\coded\a\ae2m0606.out	3.925	16000
 g729char\exp2\pre_proc\a\a_m02l2e.axp	 g729char\exp2\coded\a\ae2m2e06.out	3.905	16000
 g729char\exp2\pre_proc\a\a_f01l56.axp	 g729char\exp2\coded\a\ae2f5606.out	3.642	16000
 g729char\exp2\pre_proc\a\a_f02l7e.axp	 g729char\exp2\coded\a\ae2f7e06.out	3.722	16000
 g729char\exp2\pre_proc\a\a_m01l07.axp	 g729char\exp2\coded\a\ae2m0707.out	3.252	16000
 g729char\exp2\pre_proc\a\a_m02l2f.axp	 g729char\exp2\coded\a\ae2m2f07.out	3.228	16000
 g729char\exp2\pre_proc\a\a_f01l57.axp	 g729char\exp2\coded\a\ae2f5707.out	3.094	16000
 g729char\exp2\pre_proc\a\a_f02l7f.axp	 g729char\exp2\coded\a\ae2f7f07.out	3.028	16000
 g729char\exp2\pre_proc\a\a_m01l01.axp	 g729char\exp2\coded\a\ae2m0808.out	3.526	16000
 g729char\exp2\pre_proc\a\a_m02l29.axp	 g729char\exp2\coded\a\ae2m3008.out	3.46	16000
 g729char\exp2\pre_proc\a\a_f01l51.axp	 g729char\exp2\coded\a\ae2f5808.out	3.151	16000
 g729char\exp2\pre_proc\a\a_f02l79.axp	 g729char\exp2\coded\a\ae2f8008.out	3.308	16000
 g729char\exp2\pre_proc\a\a_m01l02.axp	 g729char\exp2\coded\a\ae2m0909.out	3.391	16000
 g729char\exp2\pre_proc\a\a_m02l2a.axp	 g729char\exp2\coded\a\ae2m3109.out	3.46	16000
 g729char\exp2\pre_proc\a\a_f01l52.axp	 g729char\exp2\coded\a\ae2f5909.out	3.149	16000
 g729char\exp2\pre_proc\a\a_f02l7a.axp	 g729char\exp2\coded\a\ae2f8109.out	3.244	16000
 g729char\exp2\pre_proc\a\a_m01l03.axp	 g729char\exp2\coded\a\ae2m0a10.out	3.353	16000
 g729char\exp2\pre_proc\a\a_m02l2b.axp	 g729char\exp2\coded\a\ae2m3210.out	3.403	16000
 g729char\exp2\pre_proc\a\a_f01l53.axp	 g729char\exp2\coded\a\ae2f5a10.out	3.171	16000
 g729char\exp2\pre_proc\a\a_f02l7b.axp	 g729char\exp2\coded\a\ae2f8210.out	3.272	16000
 g729char\exp2\pre_proc\a\a_m01l04.axp	 g729char\exp2\coded\a\ae2m0b11.out	2.984	16000
 g729char\exp2\pre_proc\a\a_m02l2c.axp	 g729char\exp2\coded\a\ae2m3311.out	3.164	16000
 g729char\exp2\pre_proc\a\a_f01l54.axp	 g729char\exp2\coded\a\ae2f5b11.out	2.947	16000
 g729char\exp2\pre_proc\a\a_f02l7c.axp	 g729char\exp2\coded\a\ae2f8311.out	2.937	16000
 g729char\exp2\pre_proc\a\a_m01l05.axp	 g729char\exp2\coded\a\ae2m0c12.out	3.251	16000
 g729char\exp2\pre_proc\a\a_m02l2d.axp	 g729char\exp2\coded\a\ae2m3412.out	3.405	16000
 g729char\exp2\pre_proc\a\a_f01l55.axp	 g729char\exp2\coded\a\ae2f5c12.out	3.188	16000
 g729char\exp2\pre_proc\a\a_f02l7d.axp	 g729char\exp2\coded\a\ae2f8412.out	3.231	16000
 g729char\exp2\pre_proc\a\a_m01l06.axp	 g729char\exp2\coded\a\ae2m0d13.out	3.519	16000
 g729char\exp2\pre_proc\a\a_m02l2e.axp	 g729char\exp2\coded\a\ae2m3513.out	3.454	16000
 g729char\exp2\pre_proc\a\a_f01l56.axp	 g729char\exp2\coded\a\ae2f5d13.out	3.296	16000
 g729char\exp2\pre_proc\a\a_f02l7e.axp	 g729char\exp2\coded\a\ae2f8513.out	3.291	16000
 g729char\exp2\pre_proc\a\a_m01l07.axp	 g729char\exp2\coded\a\ae2m0e14.out	2.937	16000
 g729char\exp2\pre_proc\a\a_m02l2f.axp	 g729char\exp2\coded\a\ae2m3614.out	2.929	16000
 g729char\exp2\pre_proc\a\a_f01l57.axp	 g729char\exp2\coded\a\ae2f5e14.out	2.832	16000
 g729char\exp2\pre_proc\a\a_f02l7f.axp	 g729char\exp2\coded\a\ae2f8614.out	2.766	16000
 g729char\exp2\pre_proc\a\a_m01l01.axp	 g729char\exp2\coded\a\ae2m0f15.out	4.186	16000
 g729char\exp2\pre_proc\a\a_m02l29.axp	 g729char\exp2\coded\a\ae2m3715.out	4.058	16000
 g729char\exp2\pre_proc\a\a_f01l51.axp	 g729char\exp2\coded\a\ae2f5f15.out	3.781	16000
 g729char\exp2\pre_proc\a\a_f02l79.axp	 g729char\exp2\coded\a\ae2f8715.out	3.786	16000
 g729char\exp2\pre_proc\a\a_m01l02.axp	 g729char\exp2\coded\a\ae2m1016.out	4.375	16000
 g729char\exp2\pre_proc\a\a_m02l2a.axp	 g729char\exp2\coded\a\ae2m3816.out	4.299	16000
 g729char\exp2\pre_proc\a\a_f01l52.axp	 g729char\exp2\coded\a\ae2f6016.out	4.199	16000
 g729char\exp2\pre_proc\a\a_f02l7a.axp	 g729char\exp2\coded\a\ae2f8816.out	4.281	16000
 g729char\exp2\pre_proc\a\a_m01l03.axp	 g729char\exp2\coded\a\ae2m1117.out	4.363	16000
 g729char\exp2\pre_proc\a\a_m02l2b.axp	 g729char\exp2\coded\a\ae2m3917.out	4.352	16000
 g729char\exp2\pre_proc\a\a_f01l53.axp	 g729char\exp2\coded\a\ae2f6117.out	4.254	16000
 g729char\exp2\pre_proc\a\a_f02l7b.axp	 g729char\exp2\coded\a\ae2f8917.out	4.237	16000
 g729char\exp2\pre_proc\a\a_m01l04.axp	 g729char\exp2\coded\a\ae2m1218.out	4.39	16000
 g729char\exp2\pre_proc\a\a_m02l2c.axp	 g729char\exp2\coded\a\ae2m3a18.out	4.333	16000
 g729char\exp2\pre_proc\a\a_f01l54.axp	 g729char\exp2\coded\a\ae2f6218.out	4.349	16000
 g729char\exp2\pre_proc\a\a_f02l7c.axp	 g729char\exp2\coded\a\ae2f8a18.out	4.372	16000
 g729char\exp2\pre_proc\a\a_m01l05.axp	 g729char\exp2\coded\a\ae2m1319.out	4.293	16000
 g729char\exp2\pre_proc\a\a_m02l2d.axp	 g729char\exp2\coded\a\ae2m3b19.out	4.355	16000
 g729char\exp2\pre_proc\a\a_f01l55.axp	 g729char\exp2\coded\a\ae2f6319.out	4.336	16000
 g729char\exp2\pre_proc\a\a_f02l7d.axp	 g729char\exp2\coded\a\ae2f8b19.out	4.297	16000
 g729char\exp2\pre_proc\a\a_m01l06.axp	 g729char\exp2\coded\a\ae2m1420.out	4.362	16000
 g729char\exp2\pre_proc\a\a_m02l2e.axp	 g729char\exp2\coded\a\ae2m3c20.out	4.379	16000
 g729char\exp2\pre_proc\a\a_f01l56.axp	 g729char\exp2\coded\a\ae2f6420.out	4.32	16000
 g729char\exp2\pre_proc\a\a_f02l7e.axp	 g729char\exp2\coded\a\ae2f8c20.out	4.151	16000
 g729char\exp2\pre_proc\a\a_m01l07.axp	 g729char\exp2\coded\a\ae2m1521.out	3.936	16000
 g729char\exp2\pre_proc\a\a_m02l2f.axp	 g729char\exp2\coded\a\ae2m3d21.out	4.039	16000
 g729char\exp2\pre_proc\a\a_f01l57.axp	 g729char\exp2\coded\a\ae2f6521.out	3.798	16000
 g729char\exp2\pre_proc\a\a_f02l7f.axp	 g729char\exp2\coded\a\ae2f8d21.out	3.78	16000
 g729char\exp2\pre_proc\a\a_m01l01.axp	 g729char\exp2\coded\a\ae2m1622.out	3.963	16000
 g729char\exp2\pre_proc\a\a_m02l29.axp	 g729char\exp2\coded\a\ae2m3e22.out	3.876	16000
 g729char\exp2\pre_proc\a\a_f01l51.axp	 g729char\exp2\coded\a\ae2f6622.out	3.478	16000
 g729char\exp2\pre_proc\a\a_f02l79.axp	 g729char\exp2\coded\a\ae2f8e22.out	3.518	16000
 g729char\exp2\pre_proc\a\a_m01l02.axp	 g729char\exp2\coded\a\ae2m1723.out	4.279	16000
 g729char\exp2\pre_proc\a\a_m02l2a.axp	 g729char\exp2\coded\a\ae2m3f23.out	4.176	16000
 g729char\exp2\pre_proc\a\a_f01l52.axp	 g729char\exp2\coded\a\ae2f6723.out	4.034	16000
 g729char\exp2\pre_proc\a\a_f02l7a.axp	 g729char\exp2\coded\a\ae2f8f23.out	4.109	16000
 g729char\exp2\pre_proc\a\a_m01l03.axp	 g729char\exp2\coded\a\ae2m1824.out	4.201	16000
 g729char\exp2\pre_proc\a\a_m02l2b.axp	 g729char\exp2\coded\a\ae2m4024.out	4.145	16000
 g729char\exp2\pre_proc\a\a_f01l53.axp	 g729char\exp2\coded\a\ae2f6824.out	4.002	16000
 g729char\exp2\pre_proc\a\a_f02l7b.axp	 g729char\exp2\coded\a\ae2f9024.out	4.085	16000
 g729char\exp2\pre_proc\a\a_m01l04.axp	 g729char\exp2\coded\a\ae2m1925.out	4.308	16000
 g729char\exp2\pre_proc\a\a_m02l2c.axp	 g729char\exp2\coded\a\ae2m4125.out	4.278	16000
 g729char\exp2\pre_proc\a\a_f01l54.axp	 g729char\exp2\coded\a\ae2f6925.out	4.255	16000
 g729char\exp2\pre_proc\a\a_f02l7c.axp	 g729char\exp2\coded\a\ae2f9125.out	4.278	16000
 g729char\exp2\pre_proc\a\a_m01l05.axp	 g729char\exp2\coded\a\ae2m1a26.out	4.133	16000
 g729char\exp2\pre_proc\a\a_m02l2d.axp	 g729char\exp2\coded\a\ae2m4226.out	4.229	16000
 g729char\exp2\pre_proc\a\a_f01l55.axp	 g729char\exp2\coded\a\ae2f6a26.out	4.186	16000
 g729char\exp2\pre_proc\a\a_f02l7d.axp	 g729char\exp2\coded\a\ae2f9226.out	4.134	16000
 g729char\exp2\pre_proc\a\a_m01l06.axp	 g729char\exp2\coded\a\ae2m1b27.out	4.21	16000
 g729char\exp2\pre_proc\a\a_m02l2e.axp	 g729char\exp2\coded\a\ae2m4327.out	4.285	16000
 g729char\exp2\pre_proc\a\a_f01l56.axp	 g729char\exp2\coded\a\ae2f6b27.out	4.165	16000
 g729char\exp2\pre_proc\a\a_f02l7e.axp	 g729char\exp2\coded\a\ae2f9327.out	4.003	16000
 g729char\exp2\pre_proc\a\a_m01l07.axp	 g729char\exp2\coded\a\ae2m1c28.out	3.65	16000
 g729char\exp2\pre_proc\a\a_m02l2f.axp	 g729char\exp2\coded\a\ae2m4428.out	3.747	16000
 g729char\exp2\pre_proc\a\a_f01l57.axp	 g729char\exp2\coded\a\ae2f6c28.out	3.416	16000
 g729char\exp2\pre_proc\a\a_f02l7f.axp	 g729char\exp2\coded\a\ae2f9428.out	3.379	16000
 g729char\exp2\original\a\a_m01s01.src	 g729char\exp2\coded\a\ae2m1d29.out	2.549	16000
 g729char\exp2\original\a\a_f01s01.src	 g729char\exp2\coded\a\ae2f6d29.out	1.861	16000
 g729char\exp2\original\a\a_m01s02.src	 g729char\exp2\coded\a\ae2m1e30.out	3.069	16000
 g729char\exp2\original\a\a_f01s02.src	 g729char\exp2\coded\a\ae2f6e30.out	2.5	16000
 g729char\exp2\original\a\a_m01s03.src	 g729char\exp2\coded\a\ae2m1f31.out	3.726	16000
 g729char\exp2\original\a\a_f01s03.src	 g729char\exp2\coded\a\ae2f6f31.out	2.991	16000
 g729char\exp2\original\a\a_m01s04.src	 g729char\exp2\coded\a\ae2m2032.out	3.888	16000
 g729char\exp2\original\a\a_f01s04.src	 g729char\exp2\coded\a\ae2f7032.out	3.599	16000
 g729char\exp2\original\a\a_m01s05.src	 g729char\exp2\coded\a\ae2m2133.out	4.168	16000
 g729char\exp2\original\a\a_f01s05.src	 g729char\exp2\coded\a\ae2f7133.out	3.781	16000
 g729char\exp2\pre_proc\a\a_m01l01.axp	 g729char\exp2\coded\a\ae2m2234.out	4.432	16000
 g729char\exp2\pre_proc\a\a_f01l51.axp	 g729char\exp2\coded\a\ae2f7234.out	4.374	16000
 g729char\exp2\pre_proc\a\a_m01l02.axp	 g729char\exp2\coded\a\ae2m2335.out	4.493	16000
 g729char\exp2\pre_proc\a\a_f01l52.axp	 g729char\exp2\coded\a\ae2f7335.out	4.494	16000
 g729char\exp2\pre_proc\a\a_m01l03.axp	 g729char\exp2\coded\a\ae2m2436.out	4.497	16000
 g729char\exp2\pre_proc\a\a_f01l53.axp	 g729char\exp2\coded\a\ae2f7436.out	4.497	16000
 g729char\exp2\pre_proc\a\a_m01l04.axp	 g729char\exp2\coded\a\ae2m2537.out	4.5	16000
 g729char\exp2\pre_proc\a\a_f01l54.axp	 g729char\exp2\coded\a\ae2f7537.out	4.5	16000
 g729char\exp2\pre_proc\a\a_m01l05.axp	 g729char\exp2\coded\a\ae2m2638.out	4.499	16000
 g729char\exp2\pre_proc\a\a_f01l55.axp	 g729char\exp2\coded\a\ae2f7638.out	4.499	16000
 g729char\exp2\pre_proc\a\a_m01l06.axp	 g729char\exp2\coded\a\ae2m2739.out	4.495	16000
 g729char\exp2\pre_proc\a\a_f01l56.axp	 g729char\exp2\coded\a\ae2f7739.out	4.495	16000
 g729char\exp2\pre_proc\a\a_m01l07.axp	 g729char\exp2\coded\a\ae2m2840.out	4.459	16000
 g729char\exp2\pre_proc\a\a_f01l57.axp	 g729char\exp2\coded\a\ae2f7840.out	4.448	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m0101.out	3.851	16000
 g729char\exp2\pre_proc\d\d_m02l29.axp	 g729char\exp2\coded\d\de2m2901.out	3.763	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f5101.out	3.551	16000
 g729char\exp2\pre_proc\d\d_f02l79.axp	 g729char\exp2\coded\d\de2f7901.out	3.411	16000
 g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m0202.out	3.924	16000
 g729char\exp2\pre_proc\d\d_m02l2a.axp	 g729char\exp2\coded\d\de2m2a02.out	3.817	16000
 g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f5202.out	3.723	16000
 g729char\exp2\pre_proc\d\d_f02l7a.axp	 g729char\exp2\coded\d\de2f7a02.out	3.705	16000
 g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m0303.out	3.888	16000
 g729char\exp2\pre_proc\d\d_m02l2b.axp	 g729char\exp2\coded\d\de2m2b03.out	3.912	16000
 g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f5303.out	3.68	16000
 g729char\exp2\pre_proc\d\d_f02l7b.axp	 g729char\exp2\coded\d\de2f7b03.out	3.751	16000
 g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m0404.out	3.707	16000
 g729char\exp2\pre_proc\d\d_m02l2c.axp	 g729char\exp2\coded\d\de2m2c04.out	3.711	16000
 g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f5404.out	3.614	16000
 g729char\exp2\pre_proc\d\d_f02l7c.axp	 g729char\exp2\coded\d\de2f7c04.out	3.621	16000
 g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m0505.out	3.838	16000
 g729char\exp2\pre_proc\d\d_m02l2d.axp	 g729char\exp2\coded\d\de2m2d05.out	3.854	16000
 g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f5505.out	3.739	16000
 g729char\exp2\pre_proc\d\d_f02l7d.axp	 g729char\exp2\coded\d\de2f7d05.out	3.681	16000
 g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m0606.out	3.87	16000
 g729char\exp2\pre_proc\d\d_m02l2e.axp	 g729char\exp2\coded\d\de2m2e06.out	3.905	16000
 g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f5606.out	3.693	16000
 g729char\exp2\pre_proc\d\d_f02l7e.axp	 g729char\exp2\coded\d\de2f7e06.out	3.649	16000
 g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m0707.out	3.373	16000
 g729char\exp2\pre_proc\d\d_m02l2f.axp	 g729char\exp2\coded\d\de2m2f07.out	3.436	16000
 g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f5707.out	3.35	16000
 g729char\exp2\pre_proc\d\d_f02l7f.axp	 g729char\exp2\coded\d\de2f7f07.out	3.355	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m0808.out	3.32	16000
 g729char\exp2\pre_proc\d\d_m02l29.axp	 g729char\exp2\coded\d\de2m3008.out	3.302	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f5808.out	3.045	16000
 g729char\exp2\pre_proc\d\d_f02l79.axp	 g729char\exp2\coded\d\de2f8008.out	3.056	16000
 g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m0909.out	3.489	16000
 g729char\exp2\pre_proc\d\d_m02l2a.axp	 g729char\exp2\coded\d\de2m3109.out	3.208	16000
 g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f5909.out	3.035	16000
 g729char\exp2\pre_proc\d\d_f02l7a.axp	 g729char\exp2\coded\d\de2f8109.out	3.287	16000
 g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m0a10.out	3.436	16000
 g729char\exp2\pre_proc\d\d_m02l2b.axp	 g729char\exp2\coded\d\de2m3210.out	3.496	16000
 g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f5a10.out	3.281	16000
 g729char\exp2\pre_proc\d\d_f02l7b.axp	 g729char\exp2\coded\d\de2f8210.out	3.224	16000
 g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m0b11.out	3.167	16000
 g729char\exp2\pre_proc\d\d_m02l2c.axp	 g729char\exp2\coded\d\de2m3311.out	3.136	16000
 g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f5b11.out	2.97	16000
 g729char\exp2\pre_proc\d\d_f02l7c.axp	 g729char\exp2\coded\d\de2f8311.out	3.034	16000
 g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m0c12.out	3.42	16000
 g729char\exp2\pre_proc\d\d_m02l2d.axp	 g729char\exp2\coded\d\de2m3412.out	3.352	16000
 g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f5c12.out	3.295	16000
 g729char\exp2\pre_proc\d\d_f02l7d.axp	 g729char\exp2\coded\d\de2f8412.out	3.145	16000
 g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m0d13.out	3.397	16000
 g729char\exp2\pre_proc\d\d_m02l2e.axp	 g729char\exp2\coded\d\de2m3513.out	3.419	16000
 g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f5d13.out	3.25	16000
 g729char\exp2\pre_proc\d\d_f02l7e.axp	 g729char\exp2\coded\d\de2f8513.out	3.291	16000
 g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m0e14.out	3.033	16000
 g729char\exp2\pre_proc\d\d_m02l2f.axp	 g729char\exp2\coded\d\de2m3614.out	3.138	16000
 g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f5e14.out	3.035	16000
 g729char\exp2\pre_proc\d\d_f02l7f.axp	 g729char\exp2\coded\d\de2f8614.out	3.126	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m0f15.out	4.1	16000
 g729char\exp2\pre_proc\d\d_m02l29.axp	 g729char\exp2\coded\d\de2m3715.out	3.892	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f5f15.out	3.939	16000
 g729char\exp2\pre_proc\d\d_f02l79.axp	 g729char\exp2\coded\d\de2f8715.out	3.752	16000
 g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m1016.out	4.329	16000
 g729char\exp2\pre_proc\d\d_m02l2a.axp	 g729char\exp2\coded\d\de2m3816.out	4.122	16000
 g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f6016.out	4.182	16000
 g729char\exp2\pre_proc\d\d_f02l7a.axp	 g729char\exp2\coded\d\de2f8816.out	4.214	16000
 g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m1117.out	4.28	16000
 g729char\exp2\pre_proc\d\d_m02l2b.axp	 g729char\exp2\coded\d\de2m3917.out	4.128	16000
 g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f6117.out	4.317	16000
 g729char\exp2\pre_proc\d\d_f02l7b.axp	 g729char\exp2\coded\d\de2f8917.out	4.236	16000
 g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m1218.out	4.363	16000
 g729char\exp2\pre_proc\d\d_m02l2c.axp	 g729char\exp2\coded\d\de2m3a18.out	4.25	16000
 g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f6218.out	4.314	16000
 g729char\exp2\pre_proc\d\d_f02l7c.axp	 g729char\exp2\coded\d\de2f8a18.out	4.343	16000
 g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m1319.out	4.292	16000
 g729char\exp2\pre_proc\d\d_m02l2d.axp	 g729char\exp2\coded\d\de2m3b19.out	4.129	16000
 g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f6319.out	4.367	16000
 g729char\exp2\pre_proc\d\d_f02l7d.axp	 g729char\exp2\coded\d\de2f8b19.out	4.215	16000
 g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m1420.out	4.323	16000
 g729char\exp2\pre_proc\d\d_m02l2e.axp	 g729char\exp2\coded\d\de2m3c20.out	4.132	16000
 g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f6420.out	4.33	16000
 g729char\exp2\pre_proc\d\d_f02l7e.axp	 g729char\exp2\coded\d\de2f8c20.out	4.158	16000
 g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m1521.out	4.144	16000
 g729char\exp2\pre_proc\d\d_m02l2f.axp	 g729char\exp2\coded\d\de2m3d21.out	3.918	16000
 g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f6521.out	4.074	16000
 g729char\exp2\pre_proc\d\d_f02l7f.axp	 g729char\exp2\coded\d\de2f8d21.out	4.014	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m1622.out	3.838	16000
 g729char\exp2\pre_proc\d\d_m02l29.axp	 g729char\exp2\coded\d\de2m3e22.out	3.567	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f6622.out	3.709	16000
 g729char\exp2\pre_proc\d\d_f02l79.axp	 g729char\exp2\coded\d\de2f8e22.out	3.428	16000
 g729char\exp2\pre_proc\d\d_m01l02.axp	 g729char\exp2\coded\d\de2m1723.out	4.217	16000
 g729char\exp2\pre_proc\d\d_m02l2a.axp	 g729char\exp2\coded\d\de2m3f23.out	3.972	16000
 g729char\exp2\pre_proc\d\d_f01l52.axp	 g729char\exp2\coded\d\de2f6723.out	4.04	16000
 g729char\exp2\pre_proc\d\d_f02l7a.axp	 g729char\exp2\coded\d\de2f8f23.out	4.114	16000
 g729char\exp2\pre_proc\d\d_m01l03.axp	 g729char\exp2\coded\d\de2m1824.out	4.119	16000
 g729char\exp2\pre_proc\d\d_m02l2b.axp	 g729char\exp2\coded\d\de2m4024.out	3.928	16000
 g729char\exp2\pre_proc\d\d_f01l53.axp	 g729char\exp2\coded\d\de2f6824.out	4.206	16000
 g729char\exp2\pre_proc\d\d_f02l7b.axp	 g729char\exp2\coded\d\de2f9024.out	4.088	16000
 g729char\exp2\pre_proc\d\d_m01l04.axp	 g729char\exp2\coded\d\de2m1925.out	4.311	16000
 g729char\exp2\pre_proc\d\d_m02l2c.axp	 g729char\exp2\coded\d\de2m4125.out	4.141	16000
 g729char\exp2\pre_proc\d\d_f01l54.axp	 g729char\exp2\coded\d\de2f6925.out	4.262	16000
 g729char\exp2\pre_proc\d\d_f02l7c.axp	 g729char\exp2\coded\d\de2f9125.out	4.244	16000
 g729char\exp2\pre_proc\d\d_m01l05.axp	 g729char\exp2\coded\d\de2m1a26.out	4.14	16000
 g729char\exp2\pre_proc\d\d_m02l2d.axp	 g729char\exp2\coded\d\de2m4226.out	3.936	16000
 g729char\exp2\pre_proc\d\d_f01l55.axp	 g729char\exp2\coded\d\de2f6a26.out	4.24	16000
 g729char\exp2\pre_proc\d\d_f02l7d.axp	 g729char\exp2\coded\d\de2f9226.out	4.026	16000
 g729char\exp2\pre_proc\d\d_m01l06.axp	 g729char\exp2\coded\d\de2m1b27.out	4.203	16000
 g729char\exp2\pre_proc\d\d_m02l2e.axp	 g729char\exp2\coded\d\de2m4327.out	4.066	16000
 g729char\exp2\pre_proc\d\d_f01l56.axp	 g729char\exp2\coded\d\de2f6b27.out	4.241	16000
 g729char\exp2\pre_proc\d\d_f02l7e.axp	 g729char\exp2\coded\d\de2f9327.out	3.955	16000
 g729char\exp2\pre_proc\d\d_m01l07.axp	 g729char\exp2\coded\d\de2m1c28.out	3.862	16000
 g729char\exp2\pre_proc\d\d_m02l2f.axp	 g729char\exp2\coded\d\de2m4428.out	3.638	16000
 g729char\exp2\pre_proc\d\d_f01l57.axp	 g729char\exp2\coded\d\de2f6c28.out	3.809	16000
 g729char\exp2\pre_proc\d\d_f02l7f.axp	 g729char\exp2\coded\d\de2f9428.out	3.747	16000
 g729char\exp2\pre_proc\d\d_m01l01.axp	 g729char\exp2\coded\d\de2m1d29.out	2.459	16000
 g729char\exp2\pre_proc\d\d_f01l51.axp	 g729char\exp2\coded\d\de2f6d29.out	1.495	16000
