REFERENCE	 DEGRADED	 PESQMOS	 SAMPLE_FREQ
 g729char\exp3\original\c\c_m02s40.src	 g729char\exp3\coded\c\ce3m5a40.out	2.84	16000
 g729char\exp3\original\c\c_f01s41.src	 g729char\exp3\coded\c\ce3f8d41.out	2.748	16000
 g729char\exp3\original\c\c_f02s41.src	 g729char\exp3\coded\c\ce3fbf41.out	2.319	16000
 g729char\exp3\original\c\c_m01s41.src	 g729char\exp3\coded\c\ce3m2941.out	2.569	16000
 g729char\exp3\original\c\c_m02s41.src	 g729char\exp3\coded\c\ce3m5b41.out	2.646	16000
 g729char\exp3\original\c\c_f01s42.src	 g729char\exp3\coded\c\ce3f8e42.out	2.998	16000
 g729char\exp3\original\c\c_f02s42.src	 g729char\exp3\coded\c\ce3fc042.out	2.835	16000
 g729char\exp3\original\c\c_m01s42.src	 g729char\exp3\coded\c\ce3m2a42.out	3.071	16000
 g729char\exp3\original\c\c_m02s42.src	 g729char\exp3\coded\c\ce3m5c42.out	3.359	16000
 g729char\exp3\original\c\c_f01s43.src	 g729char\exp3\coded\c\ce3f8f43.out	3.614	16000
 g729char\exp3\original\c\c_f02s43.src	 g729char\exp3\coded\c\ce3fc143.out	3.269	16000
 g729char\exp3\original\c\c_m01s43.src	 g729char\exp3\coded\c\ce3m2b43.out	3.647	16000
 g729char\exp3\original\c\c_m02s43.src	 g729char\exp3\coded\c\ce3m5d43.out	3.711	16000
 g729char\exp3\original\c\c_f01s44.src	 g729char\exp3\coded\c\ce3f9044.out	3.935	16000
 g729char\exp3\original\c\c_f02s44.src	 g729char\exp3\coded\c\ce3fc244.out	3.764	16000
 g729char\exp3\original\c\c_m01s44.src	 g729char\exp3\coded\c\ce3m2c44.out	4.096	16000
 g729char\exp3\original\c\c_m02s44.src	 g729char\exp3\coded\c\ce3m5e44.out	4.25	16000
 g729char\exp3\original\c\c_f01s45.src	 g729char\exp3\coded\c\ce3f9145.out	4.282	16000
 g729char\exp3\original\c\c_f02s45.src	 g729char\exp3\coded\c\ce3fc345.out	4.184	16000
 g729char\exp3\original\c\c_m01s45.src	 g729char\exp3\coded\c\ce3m2d45.out	4.204	16000
 g729char\exp3\original\c\c_m02s45.src	 g729char\exp3\coded\c\ce3m5f45.out	4.327	16000
 g729char\exp3\original\c\c_f01s46.src	 g729char\exp3\coded\c\ce3f9246.out	4.393	16000
 g729char\exp3\original\c\c_f02s46.src	 g729char\exp3\coded\c\ce3fc446.out	4.397	16000
 g729char\exp3\original\c\c_m01s46.src	 g729char\exp3\coded\c\ce3m2e46.out	4.282	16000
 g729char\exp3\original\c\c_m02s46.src	 g729char\exp3\coded\c\ce3m6046.out	4.349	16000
 g729char\exp3\original\c\c_f01s47.src	 g729char\exp3\coded\c\ce3f9347.out	4.429	16000
 g729char\exp3\original\c\c_f02s47.src	 g729char\exp3\coded\c\ce3fc547.out	4.443	16000
 g729char\exp3\original\c\c_m01s47.src	 g729char\exp3\coded\c\ce3m2f47.out	4.208	16000
 g729char\exp3\original\c\c_m02s47.src	 g729char\exp3\coded\c\ce3m6147.out	4.377	16000
 g729char\exp3\original\c\c_f01s48.src	 g729char\exp3\coded\c\ce3f9448.out	2.984	16000
 g729char\exp3\original\c\c_f02s48.src	 g729char\exp3\coded\c\ce3fc648.out	2.72	16000
 g729char\exp3\original\c\c_m01s48.src	 g729char\exp3\coded\c\ce3m3048.out	2.971	16000
 g729char\exp3\original\c\c_m02s48.src	 g729char\exp3\coded\c\ce3m6248.out	2.98	16000
 g729char\exp3\original\c\c_f01s49.src	 g729char\exp3\coded\c\ce3f9549.out	2.721	16000
 g729char\exp3\original\c\c_f02s49.src	 g729char\exp3\coded\c\ce3fc749.out	2.565	16000
 g729char\exp3\original\c\c_m01s49.src	 g729char\exp3\coded\c\ce3m3149.out	2.928	16000
 g729char\exp3\original\c\c_m02s49.src	 g729char\exp3\coded\c\ce3m6349.out	2.775	16000
 g729char\exp3\original\c\c_f01s50.src	 g729char\exp3\coded\c\ce3f9650.out	2.756	16000
 g729char\exp3\original\c\c_f02s50.src	 g729char\exp3\coded\c\ce3fc850.out	2.639	16000
 g729char\exp3\original\c\c_m01s50.src	 g729char\exp3\coded\c\ce3m3250.out	2.733	16000
 g729char\exp3\original\c\c_m02s50.src	 g729char\exp3\coded\c\ce3m6450.out	2.807	16000
 g729char\exp3\original\d\d_f01s01.src	 g729char\exp3\coded\d\de3f6501.out	3.569	16000
 g729char\exp3\original\d\d_f02s01.src	 g729char\exp3\coded\d\de3f9701.out	3.337	16000
 g729char\exp3\original\d\d_m01s01.src	 g729char\exp3\coded\d\de3m0101.out	3.789	16000
 g729char\exp3\original\d\d_m02s01.src	 g729char\exp3\coded\d\de3m3301.out	3.878	16000
 g729char\exp3\original\d\d_f01s02.src	 g729char\exp3\coded\d\de3f6602.out	3.224	16000
 g729char\exp3\original\d\d_f02s02.src	 g729char\exp3\coded\d\de3f9802.out	3.212	16000
 g729char\exp3\original\d\d_m01s02.src	 g729char\exp3\coded\d\de3m0202.out	3.437	16000
 g729char\exp3\original\d\d_m02s02.src	 g729char\exp3\coded\d\de3m3402.out	3.407	16000
 g729char\exp3\original\d\d_f01s03.src	 g729char\exp3\coded\d\de3f6703.out	3.248	16000
 g729char\exp3\original\d\d_f02s03.src	 g729char\exp3\coded\d\de3f9903.out	2.965	16000
 g729char\exp3\original\d\d_m01s03.src	 g729char\exp3\coded\d\de3m0303.out	3.429	16000
 g729char\exp3\original\d\d_m02s03.src	 g729char\exp3\coded\d\de3m3503.out	3.323	16000
 g729char\exp3\original\d\d_f01s04.src	 g729char\exp3\coded\d\de3f6804.out	2.868	16000
 g729char\exp3\original\d\d_f02s04.src	 g729char\exp3\coded\d\de3f9a04.out	3.091	16000
 g729char\exp3\original\d\d_m01s04.src	 g729char\exp3\coded\d\de3m0404.out	3.708	16000
 g729char\exp3\original\d\d_m02s04.src	 g729char\exp3\coded\d\de3m3604.out	3.096	16000
 g729char\exp3\original\d\d_f01s05.src	 g729char\exp3\coded\d\de3f6905.out	2.937	16000
 g729char\exp3\original\d\d_f02s05.src	 g729char\exp3\coded\d\de3f9b05.out	2.449	16000
 g729char\exp3\original\d\d_m01s05.src	 g729char\exp3\coded\d\de3m0505.out	3.219	16000
 g729char\exp3\original\d\d_m02s05.src	 g729char\exp3\coded\d\de3m3705.out	3.276	16000
 g729char\exp3\original\d\d_f01s06.src	 g729char\exp3\coded\d\de3f6a06.out	3.006	16000
 g729char\exp3\original\d\d_f02s06.src	 g729char\exp3\coded\d\de3f9c06.out	3.014	16000
 g729char\exp3\original\d\d_m01s06.src	 g729char\exp3\coded\d\de3m0606.out	3.209	16000
 g729char\exp3\original\d\d_m02s06.src	 g729char\exp3\coded\d\de3m3806.out	3.048	16000
 g729char\exp3\original\d\d_f01s07.src	 g729char\exp3\coded\d\de3f6b07.out	2.867	16000
 g729char\exp3\original\d\d_f02s07.src	 g729char\exp3\coded\d\de3f9d07.out	2.893	16000
 g729char\exp3\original\d\d_m01s07.src	 g729char\exp3\coded\d\de3m0707.out	2.997	16000
 g729char\exp3\original\d\d_m02s07.src	 g729char\exp3\coded\d\de3m3907.out	2.914	16000
 g729char\exp3\original\d\d_f01s08.src	 g729char\exp3\coded\d\de3f6c08.out	2.821	16000
 g729char\exp3\original\d\d_f02s08.src	 g729char\exp3\coded\d\de3f9e08.out	2.765	16000
 g729char\exp3\original\d\d_m01s08.src	 g729char\exp3\coded\d\de3m0808.out	2.928	16000
 g729char\exp3\original\d\d_m02s08.src	 g729char\exp3\coded\d\de3m3a08.out	2.711	16000
 g729char\exp3\original\d\d_f01s09.src	 g729char\exp3\coded\d\de3f6d09.out	2.419	16000
 g729char\exp3\original\d\d_f02s09.src	 g729char\exp3\coded\d\de3f9f09.out	2.446	16000
 g729char\exp3\original\d\d_m01s09.src	 g729char\exp3\coded\d\de3m0909.out	3.032	16000
 g729char\exp3\original\d\d_m02s09.src	 g729char\exp3\coded\d\de3m3b09.out	2.662	16000
 g729char\exp3\original\d\d_f01s10.src	 g729char\exp3\coded\d\de3f6e10.out	2.845	16000
 g729char\exp3\original\d\d_f02s10.src	 g729char\exp3\coded\d\de3fa010.out	2.936	16000
 g729char\exp3\original\d\d_m01s10.src	 g729char\exp3\coded\d\de3m0a10.out	2.845	16000
 g729char\exp3\original\d\d_m02s10.src	 g729char\exp3\coded\d\de3m3c10.out	2.629	16000
 g729char\exp3\original\d\d_f01s11.src	 g729char\exp3\coded\d\de3f6f11.out	2.79	16000
 g729char\exp3\original\d\d_f02s11.src	 g729char\exp3\coded\d\de3fa111.out	2.843	16000
 g729char\exp3\original\d\d_m01s11.src	 g729char\exp3\coded\d\de3m0b11.out	2.844	16000
 g729char\exp3\original\d\d_m02s11.src	 g729char\exp3\coded\d\de3m3d11.out	2.811	16000
 g729char\exp3\original\d\d_f01s12.src	 g729char\exp3\coded\d\de3f7012.out	2.528	16000
 g729char\exp3\original\d\d_f02s12.src	 g729char\exp3\coded\d\de3fa212.out	2.668	16000
 g729char\exp3\original\d\d_m01s12.src	 g729char\exp3\coded\d\de3m0c12.out	2.751	16000
 g729char\exp3\original\d\d_m02s12.src	 g729char\exp3\coded\d\de3m3e12.out	2.719	16000
 g729char\exp3\original\d\d_f01s13.src	 g729char\exp3\coded\d\de3f7113.out	2.552	16000
 g729char\exp3\original\d\d_f02s13.src	 g729char\exp3\coded\d\de3fa313.out	2.588	16000
 g729char\exp3\original\d\d_m01s13.src	 g729char\exp3\coded\d\de3m0d13.out	2.705	16000
 g729char\exp3\original\d\d_m02s13.src	 g729char\exp3\coded\d\de3m3f13.out	2.64	16000
 g729char\exp3\original\d\d_f01s14.src	 g729char\exp3\coded\d\de3f7214.out	2.458	16000
 g729char\exp3\original\d\d_f02s14.src	 g729char\exp3\coded\d\de3fa414.out	2.593	16000
 g729char\exp3\original\d\d_m01s14.src	 g729char\exp3\coded\d\de3m0e14.out	2.48	16000
 g729char\exp3\original\d\d_m02s14.src	 g729char\exp3\coded\d\de3m4014.out	2.691	16000
 g729char\exp3\original\d\d_f01s15.src	 g729char\exp3\coded\d\de3f7315.out	2.28	16000
 g729char\exp3\original\d\d_f02s15.src	 g729char\exp3\coded\d\de3fa515.out	2.127	16000
 g729char\exp3\original\d\d_m01s15.src	 g729char\exp3\coded\d\de3m0f15.out	2.605	16000
 g729char\exp3\original\d\d_m02s15.src	 g729char\exp3\coded\d\de3m4115.out	2.078	16000
 g729char\exp3\original\d\d_f01s16.src	 g729char\exp3\coded\d\de3f7416.out	2.928	16000
 g729char\exp3\original\d\d_f02s16.src	 g729char\exp3\coded\d\de3fa616.out	3.009	16000
 g729char\exp3\original\d\d_m01s16.src	 g729char\exp3\coded\d\de3m1016.out	3.114	16000
 g729char\exp3\original\d\d_m02s16.src	 g729char\exp3\coded\d\de3m4216.out	2.978	16000
 g729char\exp3\original\d\d_f01s17.src	 g729char\exp3\coded\d\de3f7517.out	2.866	16000
 g729char\exp3\original\d\d_f02s17.src	 g729char\exp3\coded\d\de3fa717.out	2.913	16000
 g729char\exp3\original\d\d_m01s17.src	 g729char\exp3\coded\d\de3m1117.out	2.85	16000
 g729char\exp3\original\d\d_m02s17.src	 g729char\exp3\coded\d\de3m4317.out	2.912	16000
 g729char\exp3\original\d\d_f01s18.src	 g729char\exp3\coded\d\de3f7618.out	2.803	16000
 g729char\exp3\original\d\d_f02s18.src	 g729char\exp3\coded\d\de3fa818.out	2.838	16000
 g729char\exp3\original\d\d_m01s18.src	 g729char\exp3\coded\d\de3m1218.out	2.908	16000
 g729char\exp3\original\d\d_m02s18.src	 g729char\exp3\coded\d\de3m4418.out	2.525	16000
 g729char\exp3\original\d\d_f01s19.src	 g729char\exp3\coded\d\de3f7719.out	2.643	16000
 g729char\exp3\original\d\d_f02s19.src	 g729char\exp3\coded\d\de3fa919.out	2.371	16000
 g729char\exp3\original\d\d_m01s19.src	 g729char\exp3\coded\d\de3m1319.out	2.735	16000
 g729char\exp3\original\d\d_m02s19.src	 g729char\exp3\coded\d\de3m4519.out	2.366	16000
 g729char\exp3\original\d\d_f01s20.src	 g729char\exp3\coded\d\de3f7820.out	2.371	16000
 g729char\exp3\original\d\d_f02s20.src	 g729char\exp3\coded\d\de3faa20.out	2.752	16000
 g729char\exp3\original\d\d_m01s20.src	 g729char\exp3\coded\d\de3m1420.out	2.743	16000
 g729char\exp3\original\d\d_m02s20.src	 g729char\exp3\coded\d\de3m4620.out	2.712	16000
 g729char\exp3\original\d\d_f01s21.src	 g729char\exp3\coded\d\de3f7921.out	3.203	16000
 g729char\exp3\original\d\d_f02s21.src	 g729char\exp3\coded\d\de3fab21.out	3.07	16000
 g729char\exp3\original\d\d_m01s21.src	 g729char\exp3\coded\d\de3m1521.out	3.526	16000
 g729char\exp3\original\d\d_m02s21.src	 g729char\exp3\coded\d\de3m4721.out	3.576	16000
 g729char\exp3\original\d\d_f01s22.src	 g729char\exp3\coded\d\de3f7a22.out	2.959	16000
 g729char\exp3\original\d\d_f02s22.src	 g729char\exp3\coded\d\de3fac22.out	2.832	16000
 g729char\exp3\original\d\d_m01s22.src	 g729char\exp3\coded\d\de3m1622.out	3.074	16000
 g729char\exp3\original\d\d_m02s22.src	 g729char\exp3\coded\d\de3m4822.out	3.205	16000
 g729char\exp3\original\d\d_f01s23.src	 g729char\exp3\coded\d\de3f7b23.out	2.797	16000
 g729char\exp3\original\d\d_f02s23.src	 g729char\exp3\coded\d\de3fad23.out	2.737	16000
 g729char\exp3\original\d\d_m01s23.src	 g729char\exp3\coded\d\de3m1723.out	3.134	16000
 g729char\exp3\original\d\d_m02s23.src	 g729char\exp3\coded\d\de3m4923.out	2.832	16000
 g729char\exp3\original\d\d_f01s24.src	 g729char\exp3\coded\d\de3f7c24.out	2.548	16000
 g729char\exp3\original\d\d_f02s24.src	 g729char\exp3\coded\d\de3fae24.out	2.614	16000
 g729char\exp3\original\d\d_m01s24.src	 g729char\exp3\coded\d\de3m1824.out	2.856	16000
 g729char\exp3\original\d\d_m02s24.src	 g729char\exp3\coded\d\de3m4a24.out	2.733	16000
 g729char\exp3\original\d\d_f01s25.src	 g729char\exp3\coded\d\de3f7d25.out	2.607	16000
 g729char\exp3\original\d\d_f02s25.src	 g729char\exp3\coded\d\de3faf25.out	2.471	16000
 g729char\exp3\original\d\d_m01s25.src	 g729char\exp3\coded\d\de3m1925.out	2.936	16000
 g729char\exp3\original\d\d_m02s25.src	 g729char\exp3\coded\d\de3m4b25.out	2.439	16000
 g729char\exp3\original\d\d_f01s26.src	 g729char\exp3\coded\d\de3f7e26.out	2.483	16000
 g729char\exp3\original\d\d_f02s26.src	 g729char\exp3\coded\d\de3fb026.out	2.605	16000
 g729char\exp3\original\d\d_m01s26.src	 g729char\exp3\coded\d\de3m1a26.out	3.109	16000
 g729char\exp3\original\d\d_m02s26.src	 g729char\exp3\coded\d\de3m4c26.out	2.824	16000
 g729char\exp3\original\d\d_f01s27.src	 g729char\exp3\coded\d\de3f7f27.out	2.656	16000
 g729char\exp3\original\d\d_f02s27.src	 g729char\exp3\coded\d\de3fb127.out	2.917	16000
 g729char\exp3\original\d\d_m01s27.src	 g729char\exp3\coded\d\de3m1b27.out	2.65	16000
 g729char\exp3\original\d\d_m02s27.src	 g729char\exp3\coded\d\de3m4d27.out	2.922	16000
 g729char\exp3\original\d\d_f01s28.src	 g729char\exp3\coded\d\de3f8028.out	2.33	16000
 g729char\exp3\original\d\d_f02s28.src	 g729char\exp3\coded\d\de3fb228.out	2.281	16000
 g729char\exp3\original\d\d_m01s28.src	 g729char\exp3\coded\d\de3m1c28.out	2.116	16000
 g729char\exp3\original\d\d_m02s28.src	 g729char\exp3\coded\d\de3m4e28.out	2.017	16000
 g729char\exp3\original\d\d_f01s29.src	 g729char\exp3\coded\d\de3f8129.out	3.165	16000
 g729char\exp3\original\d\d_f02s29.src	 g729char\exp3\coded\d\de3fb329.out	3.096	16000
 g729char\exp3\original\d\d_m01s29.src	 g729char\exp3\coded\d\de3m1d29.out	3.583	16000
 g729char\exp3\original\d\d_m02s29.src	 g729char\exp3\coded\d\de3m4f29.out	3.401	16000
 g729char\exp3\original\d\d_f01s30.src	 g729char\exp3\coded\d\de3f8230.out	2.457	16000
 g729char\exp3\original\d\d_f02s30.src	 g729char\exp3\coded\d\de3fb430.out	2.379	16000
 g729char\exp3\original\d\d_m01s30.src	 g729char\exp3\coded\d\de3m1e30.out	3.315	16000
 g729char\exp3\original\d\d_m02s30.src	 g729char\exp3\coded\d\de3m5030.out	3.19	16000
 g729char\exp3\original\d\d_f01s31.src	 g729char\exp3\coded\d\de3f8331.out	2.483	16000
 g729char\exp3\original\d\d_f02s31.src	 g729char\exp3\coded\d\de3fb531.out	2.153	16000
 g729char\exp3\original\d\d_m01s31.src	 g729char\exp3\coded\d\de3m1f31.out	2.944	16000
 g729char\exp3\original\d\d_m02s31.src	 g729char\exp3\coded\d\de3m5131.out	2.81	16000
 g729char\exp3\original\d\d_f01s32.src	 g729char\exp3\coded\d\de3f8432.out	1.772	16000
 g729char\exp3\original\d\d_f02s32.src	 g729char\exp3\coded\d\de3fb632.out	1.909	16000
 g729char\exp3\original\d\d_m01s32.src	 g729char\exp3\coded\d\de3m2032.out	2.473	16000
 g729char\exp3\original\d\d_m02s32.src	 g729char\exp3\coded\d\de3m5232.out	2.619	16000
 g729char\exp3\original\d\d_f01s33.src	 g729char\exp3\coded\d\de3f8533.out	3.13	16000
 g729char\exp3\original\d\d_f02s33.src	 g729char\exp3\coded\d\de3fb733.out	3.137	16000
 g729char\exp3\original\d\d_m01s33.src	 g729char\exp3\coded\d\de3m2133.out	3.531	16000
 g729char\exp3\original\d\d_m02s33.src	 g729char\exp3\coded\d\de3m5333.out	3.71	16000
 g729char\exp3\original\d\d_f01s34.src	 g729char\exp3\coded\d\de3f8634.out	3.026	16000
 g729char\exp3\original\d\d_f02s34.src	 g729char\exp3\coded\d\de3fb834.out	2.977	16000
 g729char\exp3\original\d\d_m01s34.src	 g729char\exp3\coded\d\de3m2234.out	3.134	16000
 g729char\exp3\original\d\d_m02s34.src	 g729char\exp3\coded\d\de3m5434.out	3.13	16000
 g729char\exp3\original\d\d_f01s35.src	 g729char\exp3\coded\d\de3f8735.out	2.261	16000
 g729char\exp3\original\d\d_f02s35.src	 g729char\exp3\coded\d\de3fb935.out	2.484	16000
 g729char\exp3\original\d\d_m01s35.src	 g729char\exp3\coded\d\de3m2335.out	2.425	16000
 g729char\exp3\original\d\d_m02s35.src	 g729char\exp3\coded\d\de3m5535.out	2.618	16000
 g729char\exp3\original\d\d_f01s36.src	 g729char\exp3\coded\d\de3f8836.out	2.426	16000
 g729char\exp3\original\d\d_f02s36.src	 g729char\exp3\coded\d\de3fba36.out	2.27	16000
 g729char\exp3\original\d\d_m01s36.src	 g729char\exp3\coded\d\de3m2436.out	2.752	16000
 g729char\exp3\original\d\d_m02s36.src	 g729char\exp3\coded\d\de3m5636.out	2.745	16000
 g729char\exp3\original\d\d_f01s37.src	 g729char\exp3\coded\d\de3f8937.out	3.978	16000
 g729char\exp3\original\d\d_f02s37.src	 g729char\exp3\coded\d\de3fbb37.out	3.704	16000
 g729char\exp3\original\d\d_m01s37.src	 g729char\exp3\coded\d\de3m2537.out	4.18	16000
 g729char\exp3\original\d\d_m02s37.src	 g729char\exp3\coded\d\de3m5737.out	3.885	16000
 g729char\exp3\original\d\d_f01s38.src	 g729char\exp3\coded\d\de3f8a38.out	2.696	16000
 g729char\exp3\original\d\d_f02s38.src	 g729char\exp3\coded\d\de3fbc38.out	2.814	16000
 g729char\exp3\original\d\d_m01s38.src	 g729char\exp3\coded\d\de3m2638.out	2.912	16000
 g729char\exp3\original\d\d_m02s38.src	 g729char\exp3\coded\d\de3m5838.out	2.836	16000
 g729char\exp3\original\d\d_f01s39.src	 g729char\exp3\coded\d\de3f8b39.out	2.427	16000
 g729char\exp3\original\d\d_f02s39.src	 g729char\exp3\coded\d\de3fbd39.out	2.613	16000
 g729char\exp3\original\d\d_m01s39.src	 g729char\exp3\coded\d\de3m2739.out	2.634	16000
 g729char\exp3\original\d\d_m02s39.src	 g729char\exp3\coded\d\de3m5939.out	2.579	16000
 g729char\exp3\original\d\d_f01s40.src	 g729char\exp3\coded\d\de3f8c40.out	2.73	16000
 g729char\exp3\original\d\d_f02s40.src	 g729char\exp3\coded\d\de3fbe40.out	2.685	16000
 g729char\exp3\original\d\d_m01s40.src	 g729char\exp3\coded\d\de3m2840.out	2.824	16000
 g729char\exp3\original\d\d_m02s40.src	 g729char\exp3\coded\d\de3m5a40.out	2.775	16000
 g729char\exp3\original\d\d_f01s41.src	 g729char\exp3\coded\d\de3f8d41.out	2.026	16000
 g729char\exp3\original\d\d_f02s41.src	 g729char\exp3\coded\d\de3fbf41.out	2.247	16000
 g729char\exp3\original\d\d_m01s41.src	 g729char\exp3\coded\d\de3m2941.out	2.779	16000
 g729char\exp3\original\d\d_m02s41.src	 g729char\exp3\coded\d\de3m5b41.out	2.657	16000
 g729char\exp3\original\d\d_f01s42.src	 g729char\exp3\coded\d\de3f8e42.out	2.643	16000
 g729char\exp3\original\d\d_f02s42.src	 g729char\exp3\coded\d\de3fc042.out	2.866	16000
 g729char\exp3\original\d\d_m01s42.src	 g729char\exp3\coded\d\de3m2a42.out	3.37	16000
 g729char\exp3\original\d\d_m02s42.src	 g729char\exp3\coded\d\de3m5c42.out	3.341	16000
 g729char\exp3\original\d\d_f01s43.src	 g729char\exp3\coded\d\de3f8f43.out	3.219	16000
 g729char\exp3\original\d\d_f02s43.src	 g729char\exp3\coded\d\de3fc143.out	3.281	16000
 g729char\exp3\original\d\d_m01s43.src	 g729char\exp3\coded\d\de3m2b43.out	3.88	16000
 g729char\exp3\original\d\d_m02s43.src	 g729char\exp3\coded\d\de3m5d43.out	3.84	16000
 g729char\exp3\original\d\d_f01s44.src	 g729char\exp3\coded\d\de3f9044.out	3.33	16000
 g729char\exp3\original\d\d_f02s44.src	 g729char\exp3\coded\d\de3fc244.out	3.681	16000
 g729char\exp3\original\d\d_m01s44.src	 g729char\exp3\coded\d\de3m2c44.out	4.224	16000
 g729char\exp3\original\d\d_m02s44.src	 g729char\exp3\coded\d\de3m5e44.out	4.122	16000
 g729char\exp3\original\d\d_f01s45.src	 g729char\exp3\coded\d\de3f9145.out	4.072	16000
 g729char\exp3\original\d\d_f02s45.src	 g729char\exp3\coded\d\de3fc345.out	4.227	16000
 g729char\exp3\original\d\d_m01s45.src	 g729char\exp3\coded\d\de3m2d45.out	4.349	16000
 g729char\exp3\original\d\d_m02s45.src	 g729char\exp3\coded\d\de3m5f45.out	4.302	16000
 g729char\exp3\original\d\d_f01s46.src	 g729char\exp3\coded\d\de3f9246.out	4.421	16000
 g729char\exp3\original\d\d_f02s46.src	 g729char\exp3\coded\d\de3fc446.out	4.433	16000
 g729char\exp3\original\d\d_m01s46.src	 g729char\exp3\coded\d\de3m2e46.out	4.359	16000
 g729char\exp3\original\d\d_m02s46.src	 g729char\exp3\coded\d\de3m6046.out	4.344	16000
 g729char\exp3\original\d\d_f01s47.src	 g729char\exp3\coded\d\de3f9347.out	4.441	16000
 g729char\exp3\original\d\d_f02s47.src	 g729char\exp3\coded\d\de3fc547.out	4.451	16000
 g729char\exp3\original\d\d_m01s47.src	 g729char\exp3\coded\d\de3m2f47.out	4.35	16000
 g729char\exp3\original\d\d_m02s47.src	 g729char\exp3\coded\d\de3m6147.out	4.307	16000
 g729char\exp3\original\d\d_f01s48.src	 g729char\exp3\coded\d\de3f9448.out	2.768	16000
 g729char\exp3\original\d\d_f02s48.src	 g729char\exp3\coded\d\de3fc648.out	2.794	16000
 g729char\exp3\original\d\d_m01s48.src	 g729char\exp3\coded\d\de3m3048.out	2.999	16000
 g729char\exp3\original\d\d_m02s48.src	 g729char\exp3\coded\d\de3m6248.out	2.742	16000
 g729char\exp3\original\d\d_f01s49.src	 g729char\exp3\coded\d\de3f9549.out	2.436	16000
 g729char\exp3\original\d\d_f02s49.src	 g729char\exp3\coded\d\de3fc749.out	2.541	16000
 g729char\exp3\original\d\d_m01s49.src	 g729char\exp3\coded\d\de3m3149.out	2.765	16000
 g729char\exp3\original\d\d_m02s49.src	 g729char\exp3\coded\d\de3m6349.out	2.603	16000
 g729char\exp3\original\d\d_f01s50.src	 g729char\exp3\coded\d\de3f9650.out	2.715	16000
 g729char\exp3\original\d\d_f02s50.src	 g729char\exp3\coded\d\de3fc850.out	2.588	16000
 g729char\exp3\original\d\d_m01s50.src	 g729char\exp3\coded\d\de3m3250.out	2.849	16000
 g729char\exp3\original\d\d_m02s50.src	 g729char\exp3\coded\d\de3m6450.out	2.747	16000
 g729char\exp3\original\o\o_f01s47.src	 g729char\exp3\coded\o\oe3f6501.out	3.635	16000
 g729char\exp3\original\o\o_f02s47.src	 g729char\exp3\coded\o\oe3f9701.out	3.253	16000
 g729char\exp3\original\o\o_m01s47.src	 g729char\exp3\coded\o\oe3m0101.out	3.471	16000
 g729char\exp3\original\o\o_m02s47.src	 g729char\exp3\coded\o\oe3m3301.out	3.652	16000
 g729char\exp3\original\o\o_f01s48.src	 g729char\exp3\coded\o\oe3f6602.out	3.211	16000
 g729char\exp3\original\o\o_f02s48.src	 g729char\exp3\coded\o\oe3f9802.out	2.967	16000
 g729char\exp3\original\o\o_m01s48.src	 g729char\exp3\coded\o\oe3m0202.out	3.319	16000
 g729char\exp3\original\o\o_m02s48.src	 g729char\exp3\coded\o\oe3m3402.out	2.947	16000
 g729char\exp3\original\o\o_f01s49.src	 g729char\exp3\coded\o\oe3f6703.out	3.033	16000
 g729char\exp3\original\o\o_f02s49.src	 g729char\exp3\coded\o\oe3f9903.out	2.85	16000
 g729char\exp3\original\o\o_m01s49.src	 g729char\exp3\coded\o\oe3m0303.out	3.193	16000
 g729char\exp3\original\o\o_m02s49.src	 g729char\exp3\coded\o\oe3m3503.out	3.149	16000
 g729char\exp3\original\o\o_f01s50.src	 g729char\exp3\coded\o\oe3f6804.out	2.935	16000
 g729char\exp3\original\o\o_f02s50.src	 g729char\exp3\coded\o\oe3f9a04.out	3.222	16000
 g729char\exp3\original\o\o_m01s50.src	 g729char\exp3\coded\o\oe3m0404.out	3.234	16000
 g729char\exp3\original\o\o_m02s50.src	 g729char\exp3\coded\o\oe3m3604.out	3.061	16000
 g729char\exp3\original\o\o_f01s51.src	 g729char\exp3\coded\o\oe3f6905.out	2.533	16000
 g729char\exp3\original\o\o_f02s51.src	 g729char\exp3\coded\o\oe3f9b05.out	2.998	16000
 g729char\exp3\original\o\o_m01s51.src	 g729char\exp3\coded\o\oe3m0505.out	2.702	16000
 g729char\exp3\original\o\o_m02s51.src	 g729char\exp3\coded\o\oe3m3705.out	2.73	16000
 g729char\exp3\original\o\o_f01s52.src	 g729char\exp3\coded\o\oe3f6a06.out	2.82	16000
 g729char\exp3\original\o\o_f02s52.src	 g729char\exp3\coded\o\oe3f9c06.out	2.995	16000
 g729char\exp3\original\o\o_m01s52.src	 g729char\exp3\coded\o\oe3m0606.out	2.956	16000
 g729char\exp3\original\o\o_m02s52.src	 g729char\exp3\coded\o\oe3m3806.out	2.96	16000
 g729char\exp3\original\o\o_f01s53.src	 g729char\exp3\coded\o\oe3f6b07.out	2.612	16000
 g729char\exp3\original\o\o_f02s53.src	 g729char\exp3\coded\o\oe3f9d07.out	2.567	16000
 g729char\exp3\original\o\o_m01s53.src	 g729char\exp3\coded\o\oe3m0707.out	3.027	16000
 g729char\exp3\original\o\o_m02s53.src	 g729char\exp3\coded\o\oe3m3907.out	2.849	16000
 g729char\exp3\original\o\o_f01s54.src	 g729char\exp3\coded\o\oe3f6c08.out	2.573	16000
